Store,DayOFridayWednesdayeek,Date,Sales,Customers,Popularity,StateHoliday,SchoolHoliday,IsStoreOpen,PopularityLevel,Store_is_Closed,PromoRunning
Store_ID 785,Monday,Feb-13,6938,605,0.02,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Feb-13,5340,469,0.0119,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,Feb-13,4594,402,0.0088,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,Feb-13,5403,503,0.0129,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,Feb-13,5492,498,0.013,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,Feb-13,5098,544,0.0132,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Feb-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Feb-13,2884,305,0.0042,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Tuesday,Feb-13,3439,347,0.0057,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Wednesday,Feb-13,3379,338,0.0054,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Thursday,Feb-13,3720,395,0.007,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Friday,Feb-13,4132,383,0.0075,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Saturday,Feb-13,5512,532,0.014,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Feb-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Feb-13,7721,626,0.023,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Feb-13,5198,421,0.0104,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,Feb-13,5188,440,0.0109,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,Feb-13,5274,509,0.0128,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,Feb-13,5203,498,0.0123,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,Feb-13,5419,499,0.0129,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Feb-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Feb-13,2888,340,0.0047,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Tuesday,Feb-13,3666,369,0.0064,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Wednesday,Feb-13,3359,319,0.0051,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Thursday,Feb-13,4480,448,0.0096,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Friday,Mar-13,4872,477,0.0111,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Saturday,Mar-13,6019,556,0.0159,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Mar-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Mar-13,8048,678,0.026,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Mar-13,5302,470,0.0119,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,Mar-13,4573,433,0.0094,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,Mar-13,5483,546,0.0143,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,Mar-13,5111,482,0.0117,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,Mar-13,5668,531,0.0143,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Mar-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Mar-13,5241,464,0.0116,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Tuesday,Mar-13,3073,294,0.0043,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Wednesday,Mar-13,4164,398,0.0079,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Thursday,Mar-13,3858,409,0.0075,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Friday,Mar-13,5082,464,0.0112,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Saturday,Mar-13,5803,571,0.0158,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Mar-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Mar-13,7059,648,0.0218,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Mar-13,5763,505,0.0139,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,Mar-13,3910,383,0.0071,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,Mar-13,5844,549,0.0153,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,Mar-13,4890,472,0.011,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,Mar-13,6105,565,0.0164,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Mar-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Mar-13,7001,624,0.0208,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Mar-13,5803,499,0.0138,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,Mar-13,7638,662,0.0241,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,Mar-13,9219,746,0.0327,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,Mar-13,0,0,0,Easter Holiday,School Holiday,Store Closed,Low Popularity,1,0
Store_ID 785,Saturday,Mar-13,9369,808,0.036,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Mar-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Apr-13,0,0,0,Easter Holiday,School Holiday,Store Closed,Low Popularity,1,0
Store_ID 785,Tuesday,Apr-13,4501,453,0.0097,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Wednesday,Apr-13,3640,387,0.0067,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Thursday,Apr-13,4137,437,0.0086,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Friday,Apr-13,4469,455,0.0097,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Saturday,Apr-13,5249,552,0.0138,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Apr-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Apr-13,7787,626,0.0232,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Apr-13,5156,458,0.0112,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,Apr-13,5095,482,0.0117,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,Apr-13,5269,472,0.0118,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,Apr-13,5490,512,0.0134,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,Apr-13,5999,552,0.0158,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Apr-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Apr-13,3872,404,0.0074,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Tuesday,Apr-13,3270,357,0.0056,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Wednesday,Apr-13,3069,328,0.0048,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Thursday,Apr-13,3829,411,0.0075,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Friday,Apr-13,5102,461,0.0112,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Saturday,Apr-13,5192,548,0.0135,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Apr-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Apr-13,6436,574,0.0176,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Apr-13,4997,484,0.0115,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,Apr-13,4483,457,0.0098,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,Apr-13,4883,483,0.0112,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,Apr-13,6487,552,0.017,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,Apr-13,5934,578,0.0163,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Apr-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Apr-13,7888,609,0.0229,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Apr-13,8352,689,0.0274,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,May-13,0,0,0,Public Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Thursday,May-13,6783,627,0.0202,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,May-13,6482,573,0.0177,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,May-13,5567,557,0.0148,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,May-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,May-13,4170,446,0.0089,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Tuesday,May-13,4162,410,0.0081,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Wednesday,May-13,6142,607,0.0177,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Thursday,May-13,0,0,0,Public Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Friday,May-13,6046,586,0.0169,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Saturday,May-13,5863,624,0.0174,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,May-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,May-13,8535,684,0.0278,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,May-13,7127,516,0.0175,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,May-13,6975,545,0.0181,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,May-13,6917,568,0.0187,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,May-13,7926,667,0.0252,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,May-13,7193,712,0.0244,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,May-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,May-13,0,0,0,Public Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Tuesday,May-13,4441,512,0.0108,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Wednesday,May-13,3606,386,0.0066,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Thursday,May-13,3880,380,0.007,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Friday,May-13,4294,441,0.009,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Saturday,May-13,4741,511,0.0115,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,May-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,May-13,7358,620,0.0217,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,May-13,5370,469,0.012,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,May-13,8364,639,0.0254,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,May-13,0,0,0,Public Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Friday,May-13,8939,713,0.0303,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,Jun-13,6056,596,0.0172,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Jun-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Jun-13,7547,666,0.0239,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Jun-13,5738,479,0.0131,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,Jun-13,4591,434,0.0095,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,Jun-13,5734,539,0.0147,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,Jun-13,5038,496,0.0119,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,Jun-13,5075,519,0.0125,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Jun-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Jun-13,3901,462,0.0086,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Tuesday,Jun-13,3742,373,0.0066,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Wednesday,Jun-13,3541,389,0.0066,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Thursday,Jun-13,4408,426,0.0089,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Friday,Jun-13,4767,462,0.0105,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Saturday,Jun-13,5888,560,0.0157,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Jun-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Jun-13,7406,646,0.0228,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Jun-13,4661,436,0.0097,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,Jun-13,4989,455,0.0108,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,Jun-13,5119,493,0.012,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,Jun-13,5715,532,0.0145,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,Jun-13,5484,543,0.0142,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Jun-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Jun-13,3826,422,0.0077,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Tuesday,Jun-13,3905,413,0.0077,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Wednesday,Jun-13,3848,351,0.0064,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Thursday,Jun-13,5078,465,0.0112,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Friday,Jun-13,5224,470,0.0117,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Saturday,Jun-13,6266,566,0.0169,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Jun-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Jul-13,8921,695,0.0295,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Jul-13,5852,513,0.0143,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,Jul-13,5461,483,0.0126,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,Jul-13,6045,552,0.0159,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,Jul-13,5555,540,0.0143,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,Jul-13,5358,513,0.0131,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Jul-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Jul-13,3998,464,0.0088,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Tuesday,Jul-13,3918,416,0.0078,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Wednesday,Jul-13,3492,373,0.0062,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Thursday,Jul-13,4201,424,0.0085,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Friday,Jul-13,4711,458,0.0103,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Saturday,Jul-13,5501,578,0.0151,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Jul-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Jul-13,8864,719,0.0303,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Jul-13,6230,529,0.0157,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,Jul-13,5667,523,0.0141,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,Jul-13,5951,568,0.0161,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,Jul-13,5453,541,0.014,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,Jul-13,5973,544,0.0155,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Jul-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Jul-13,3781,393,0.0071,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Tuesday,Jul-13,3574,341,0.0058,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Wednesday,Jul-13,3711,397,0.007,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Thursday,Jul-13,4071,421,0.0082,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Friday,Jul-13,4945,433,0.0102,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Saturday,Jul-13,4413,426,0.009,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Jul-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Jul-13,9459,775,0.0349,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Jul-13,7405,567,0.02,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,Jul-13,6606,576,0.0181,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,Aug-13,6881,544,0.0178,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,Aug-13,5540,492,0.013,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,Aug-13,6337,575,0.0173,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Aug-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Aug-13,5387,480,0.0123,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Tuesday,Aug-13,4030,380,0.0073,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Wednesday,Aug-13,3966,422,0.008,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Thursday,Aug-13,4738,458,0.0103,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Friday,Aug-13,4360,416,0.0086,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Saturday,Aug-13,5540,511,0.0135,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Aug-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Aug-13,9038,723,0.0311,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Tuesday,Aug-13,5849,495,0.0138,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Wednesday,Aug-13,5439,491,0.0127,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Thursday,Aug-13,5973,529,0.015,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Friday,Aug-13,5338,514,0.0131,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 785,Saturday,Aug-13,5209,496,0.0123,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Sunday,Aug-13,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 785,Monday,Aug-13,5211,432,0.0107,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 785,Tuesday,Aug-13,3725,373,0.0066,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
